puzone,dozone,hr,speed_mean,speed_stddev
4,74,0,0.0093335,0.0021233740880421
4,74,1,0.010928358,0.0017071988122241625
4,74,2,0.01145519,0.001719151500662236
4,74,3,0.01115967,0.0016037647465545943
4,74,4,0.011752267,0.0016463443814960146
4,74,5,0.012037144,0.0016798115175637508
4,74,6,0.009282604,0.0018348767745668
4,74,7,0.008806497,0.0020533284494143
4,74,8,0.008473443,0.0019410490146928
4,74,9,0.008360251,0.0018302449145150296
4,74,10,0.008446774,0.0019021294715608566
4,74,11,0.00787277,0.0019714992611802
4,74,12,0.007169736,0.0018360596872881
4,74,13,0.006712899,0.0015148789178828842
4,74,14,0.006089901,0.0014294272591721202
4,74,15,0.005482576,0.0018385317152152505
4,74,16,0.005360738,0.0015645874733813
4,74,17,0.005183012,0.0017470813514209938
4,74,18,0.006490877,0.00211172150285778
4,74,19,0.007903123,0.0016935513605332243
4,74,20,0.008582024,0.001828613233867
4,74,21,0.007930336,0.0019608555344886
4,74,22,0.008616296,0.0019387206905386
4,74,23,0.008724837,0.0020246058628739
4,75,0,0.009446749,0.0023620616904792
4,75,1,0.010048344,0.0018726057102539
4,75,2,0.011183491,0.0018183852474611
4,75,3,0.010422734,0.0017410060032596
4,75,4,0.011449874,0.001913706289145
4,75,5,0.012463159,0.0021396217312802
4,75,6,0.00912355,0.002354090855475689
4,75,7,0.00789916,0.0022958886709055913
4,75,8,0.006869442,0.0014423127475441985
4,75,9,0.007508659,0.0016438124823737357
4,75,10,0.006871422,0.0018274078342979
4,75,11,0.006666154,0.0017625348384144
4,75,12,0.006552844,0.0014870068122000827
4,75,13,0.006586184,0.0015918693744965
4,75,14,0.006393007,0.0016099354732647
4,75,15,0.005259102,0.0017382737934239
4,75,16,0.006012123,0.0019948239054532
4,75,17,0.005633173,0.0016192231963093
4,75,18,0.006691939,0.0021638927981282
4,75,19,0.007320704,0.0017867307390908
4,75,20,0.008076756,0.0020763272270715
4,75,21,0.008222843,0.0021182517060881
4,75,22,0.008459791,0.0022601266870677
4,75,23,0.008774341,0.0018768244382984
4,79,0,0.004602058,0.0012113933809489743
4,79,1,0.004725653,0.001212562848303932
4,79,2,0.004691628,0.0012251230623706486
4,79,3,0.004846967,0.0012596600037072946
4,79,4,0.005162775,0.0013754050855213744
4,79,5,0.005625004,0.0014542380534724128
4,79,6,0.005187157,0.0013088836689989
4,79,7,0.004571391,0.0013286735307526094
4,79,8,0.004352532,0.0013544007363690774
4,79,9,0.003931032,0.00122286771379
4,79,10,0.003989644,0.0011848960268525
4,79,11,0.003968523,0.0010783134634162
4,79,12,0.003964488,0.001068736710176
4,79,13,0.003970743,0.0010930057258168
4,79,14,0.00397382,0.0010331560781026
4,79,15,0.004106571,0.0011217500730382
4,79,16,0.004245692,0.001272396994621
4,79,17,0.004113478,0.0011538364664081
4,79,18,0.004026978,0.0012148837803237
4,79,19,0.003892901,0.0011557763534128
4,79,20,0.003807532,0.0010833532206559733
4,79,21,0.003969099,0.001093752919882027
4,79,22,0.004073956,0.0011206244285435476
4,79,23,0.004191179,0.0011647671341189234
4,87,0,0.008577282,0.0018379515009442
4,87,1,0.00931439,0.002389994201566146
4,87,2,0.009547515,0.0023375105985117
4,87,3,0.008861204,0.0012734504324257397
4,87,4,0.010220286,0.002722766988660731
4,87,5,0.009955932,0.0023310404561166
4,87,6,0.008844075,0.0013838630038377113
4,87,7,0.008068009,0.0017813700107923
4,87,8,0.006383188,0.0013807830387228
4,87,9,0.006296158,0.0015446270310181
4,87,10,0.00670193,0.0016477686659652
4,87,11,0.007560612,0.0018533512421411
4,87,12,0.006950616,0.001864135159572
4,87,13,0.006775291,0.0019695789300194
4,87,14,0.006542998,0.0015357786108359832
4,87,15,0.006154881,0.0016793547028256
4,87,16,0.005198556,0.0014724584327897
4,87,17,0.005257938,0.0014741547442678
4,87,18,0.006041179,0.0019311445004819
4,87,19,0.007304548,0.00167268831257
4,87,20,0.007373647,0.0018829419657155
4,87,21,0.007686956,0.001732539464255
4,87,22,0.007650577,0.001748983754134
4,87,23,0.007781279,0.002058688986268
4,88,0,0.01106502,0.0029126299555694473
4,88,1,0.011840271,0.0020401638382458
4,88,2,0.011480289,0.0021964091229015
4,88,3,0.012571888,0.003267260636329419
4,88,4,0.012205366,0.0017709577361349
4,88,5,0.013023327,0.0024300276011683
4,88,6,0.011638198,0.002361873641741
4,88,7,0.010491994,0.0026802045259447
4,88,8,0.008714903,0.0022621451169881
4,88,9,0.008777122,0.0022629427489981
4,88,10,0.009303488,0.0025633015713986
4,88,11,0.010163173,0.0025273872899676
4,88,12,0.009958317,0.0026290927471484
4,88,13,0.010031114,0.0022636901168153803
4,88,14,0.009381603,0.0022020586316478614
4,88,15,0.008700415,0.0026010687497946
4,88,16,0.007462243,0.0021112480861737
4,88,17,0.00688133,0.002319547652209531
4,88,18,0.008280965,0.0024708974313191
4,88,19,0.008871323,0.0022860893571837
4,88,20,0.009687162,0.002461238590979
4,88,21,0.009946246,0.0023819663060224
4,88,22,0.00999452,0.0019775388326831
4,88,23,0.010470526,0.0019432398278375028
4,90,0,0.005139065,0.0008681441353392
4,90,1,0.005239764,0.0008185418959678046
4,90,2,0.005377788,0.0010024278576836
4,90,3,0.005924044,0.0009253458927504
4,90,4,0.006021513,0.0008921799884713
4,90,5,0.006074835,0.0008477573916453428
4,90,6,0.005325913,0.000833364027595686
4,90,7,0.00455676,0.0008801615632695106
4,90,8,0.003878589,0.0009566786409666
4,90,9,0.003411026,0.000827652154862
4,90,10,0.003516265,0.0007918278962261729
4,90,11,0.003269721,0.000842459654215
4,90,12,0.003450142,0.0008879851623658
4,90,13,0.003454781,0.0008598890125496
4,90,14,0.003588316,0.00086375497021
4,90,15,0.003376717,0.0008357792971584
4,90,16,0.003659767,0.000884831537922002
4,90,17,0.003620409,0.0008679934261985323
4,90,18,0.003362383,0.0007887293948969
4,90,19,0.003592551,0.0007698437230237964
4,90,20,0.003672342,0.0007015725063949
4,90,21,0.003950317,0.0008436853372701
4,90,22,0.00438621,0.0009405627684281
4,90,23,0.004389562,0.0008146650612549974
4,100,0,0.005593641,0.0009213973087657104
4,100,1,0.006439479,0.0014045982674695
4,100,2,0.006493696,0.0009745492849306174
4,100,3,0.007065528,0.0010713183999747
4,100,4,0.006955429,0.0017846876189328
4,100,5,0.007000887,0.0009769901079327732
4,100,6,0.005966441,0.0010634853968904
4,100,7,0.004520077,0.0011910319318812
4,100,8,0.003423412,0.0008779029894874
4,100,9,0.003308678,0.0009634130786108
4,100,10,0.003289162,0.000749587596308
4,100,11,0.003116068,0.0008459358720803
4,100,12,0.003011974,0.0006834934352427025
4,100,13,0.003477863,0.000867519725786
4,100,14,0.003045871,0.0007353010300421
4,100,15,0.003171391,0.0007623674915591566
4,100,16,0.003517659,0.0011587213209934
4,100,17,0.003412834,0.001150392597373017
4,100,18,0.003740016,0.0010481829165831
4,100,19,0.004121975,0.0010471034491693
4,100,20,0.004148924,0.0008175947820045
4,100,21,0.004610232,0.0011226785526544
4,100,22,0.004457163,0.0008558337445502
4,100,23,0.004914027,0.0010067967124584
4,107,0,0.005299724,0.0010713160804541
4,107,1,0.005427315,0.0011018723079611
4,107,2,0.005519739,0.001173779594902
4,107,3,0.005506593,0.0014095970711832
4,107,4,0.005748387,0.0014583968921451
4,107,5,0.005942175,0.0013074274651744
4,107,6,0.005498528,0.0012226873181374
4,107,7,0.004650417,0.0011771975204113
4,107,8,0.003954106,0.0011052194508968
4,107,9,0.003909154,0.0010413999451377
4,107,10,0.004035162,0.0010264733709433
4,107,11,0.003982125,0.0010312540326886
4,107,12,0.004049031,0.0009930972126997
4,107,13,0.004059738,0.0009306397639903
4,107,14,0.004079635,0.0010260484748581
4,107,15,0.004135749,0.0011144089360051
4,107,16,0.00440365,0.0011206672566218
4,107,17,0.0040851,0.0009993163804778
4,107,18,0.004088455,0.0009923107941082
4,107,19,0.003898543,0.0009467639016252
4,107,20,0.004178834,0.0010045893795765
4,107,21,0.004279192,0.0010182582997727
4,107,22,0.004642554,0.0010300803954742
4,107,23,0.004751297,0.0011298113834797
4,113,0,0.004429474,0.0010047173255933
4,113,1,0.004625225,0.0010513900794277
4,113,2,0.004527802,0.0007990426590111
4,113,3,0.004717416,0.0012259914821059958
4,113,4,0.005009342,0.001334529291304737
4,113,5,0.005072107,0.0009288435512057
4,113,6,0.004957221,0.0011208477422915
4,113,7,0.004359338,0.0008814952549354
4,113,8,0.003664165,0.0008704683117793
4,113,9,0.003490338,0.0007794139271556
4,113,10,0.003597502,0.0008101216604349925
4,113,11,0.003515307,0.0008322319276937
4,113,12,0.003480875,0.0009136178690635
4,113,13,0.003511946,0.0007925298676686666
4,113,14,0.003613964,0.0009425651968883
4,113,15,0.003611602,0.0008681893709258912
4,113,16,0.003766014,0.0009105191558522141
4,113,17,0.003559011,0.0008532732494500661
4,113,18,0.003340252,0.0007743578117393
4,113,19,0.003399029,0.000790591332871
4,113,20,0.003601381,0.0008752074714916
4,113,21,0.003710816,0.0009838557347134
4,113,22,0.003930671,0.0008866298420052
4,113,23,0.003863599,0.0008942863679214
4,114,0,0.004421369,0.0007282979901034299
4,114,1,0.004637741,0.0009050939246218
4,114,2,0.004637217,0.000786872955941
4,114,3,0.00473364,0.0010483610245357
4,114,4,0.005208782,0.0012248683374434
4,114,5,0.004962567,0.0007433657498239
4,114,6,0.005016774,0.0011356307987345
4,114,7,0.004244418,0.0010988964315172
4,114,8,0.003504391,0.0009893480176469
4,114,9,0.003162938,0.0009412201494628
4,114,10,0.003521471,0.0009540404202187
4,114,11,0.003485465,0.0010067091128243
4,114,12,0.003261338,0.0009354678671583
4,114,13,0.003384116,0.0009184219873398
4,114,14,0.003368523,0.0009573422517871
4,114,15,0.003474396,0.0008510627444139
4,114,16,0.003418197,0.0009054334823926
4,114,17,0.003319584,0.0009077287007823
4,114,18,0.00320496,0.0007773078478213
4,114,19,0.003347768,0.0008057452511905
4,114,20,0.003496483,0.0008579765256126
4,114,21,0.003572945,0.0008904065373158
4,114,22,0.003824812,0.0008130817497632
4,114,23,0.003877171,0.0008093483552345
4,116,0,0.00964863,0.002495496818204
4,116,1,0.011355596,0.0024351191167013
4,116,2,0.012533582,0.0018809924849760842
4,116,3,0.010890563,0.0019909559487167
4,116,4,0.012442742,0.0020396218311499
4,116,5,0.013473793,0.0018802992359873605
4,116,6,0.008591138,0.0022167160155783334
4,116,7,0.008502673,0.0024712995575624317
4,116,8,0.007347222,0.0015426277635996026
4,116,9,0.009394423,0.0031099036890685173
4,116,10,0.008312585,0.0018719114437481935
4,116,11,0.01178228,0.004040224392904057
4,116,12,0.00749532,0.0026003571419524474
4,116,13,0.007216522,0.0016285299448476772
4,116,14,0.009620519,0.0022581372186482682
4,116,15,0.00679881,0.002279918748180161
4,116,16,0.004615019,0.001115785338058204
4,116,17,0.005685215,0.00172947109252
4,116,18,0.005286073,0.0012180202038786522
4,116,19,0.008124156,0.0023186595900236
4,116,20,0.009462743,0.001834060662167
4,116,21,0.009037708,0.0017825747426054
4,116,22,0.009142345,0.0017949693144129
4,116,23,0.009008026,0.002503413151308677
4,120,0,0.006352954967407729,0.0016722795751345657
4,120,1,0.0067297764266822735,0.0017268040781636984
4,120,2,0.016007706,0.004180086272025192
4,120,3,0.01573302275,0.0040887960441224275
4,120,4,0.015458339500000001,0.004118226876440663
4,120,5,0.01518365625,0.0039254462236105485
4,120,6,0.014908973,0.00384686629698242
4,120,7,0.01457824775,0.0042371636795406
4,120,8,0.0142475225,0.004433478022777317
4,120,9,0.01391679725,0.004606977896119175
4,120,10,0.013586072000000001,0.004596054613407742
4,120,11,0.01325534675,0.004545349056018998
4,120,12,0.0129246215,0.004483948894050842
4,120,13,0.01259389625,0.004206655103725029
4,120,14,0.012263171,0.004038393893044854
4,120,15,0.012820284999999999,0.004299165314005377
4,120,16,0.013377399,0.004647268739289409
4,120,17,0.013934512999999999,0.004697023237344117
4,120,18,0.014491627,0.004714660337469711
4,120,19,0.015048741,0.004608880406983286
4,120,20,0.015048741,0.00428180302336726
4,120,21,0.015048741,0.0041469372291541165
4,120,22,0.015048741,0.00413946217961727
4,120,23,0.015048741,0.004182183325185572
4,125,0,0.004606806,0.0009872073163181
4,125,1,0.004566098,0.0007133035980427365
4,125,2,0.00528417,0.0009276599539216
4,125,3,0.005395736,0.000940831922822
4,125,4,0.005513712,0.0009756417398471
4,125,5,0.005548146,0.0007742567133802881
4,125,6,0.005335874,0.0013767812079037752
4,125,7,0.0042361,0.0008182244397699185
4,125,8,0.003585197,0.0007527504178006333
4,125,9,0.003073465,0.0007468107926421
4,125,10,0.003425007,0.000804949379673
4,125,11,0.003271053,0.0007549921051005
4,125,12,0.003415756,0.0007751218311947156
4,125,13,0.003251471,0.0007337492892426327
4,125,14,0.003541039,0.0011661021666120172
4,125,15,0.003066066,0.000737048520783094
4,125,16,0.003304426,0.0008307344755398
4,125,17,0.003333399,0.0007991827494895635
4,125,18,0.002923377,0.0007942984740999
4,125,19,0.003206578,0.0007557951869851
4,125,20,0.003532707,0.000667813074143817
4,125,21,0.003755571,0.0006988954574560386
4,125,22,0.004121342,0.0009068426804212
4,125,23,0.004004949,0.0008700235045387
4,127,0,0.013174671,0.002170161868320411
4,127,1,0.013671119,0.0028907503968866
4,127,2,0.014937214,0.002241720465903487
4,127,3,0.017306211,0.002487088874333679
4,127,4,0.015332751,0.004084769082602465
4,127,5,0.017510129,0.00452691160984256
4,127,6,0.014767236,0.002310680491667064
4,127,7,0.007047268,0.0013612159559992622
4,127,8,0.010861687,0.003379889423216288
4,127,9,0.008157308,0.0027003725765880598
4,127,10,0.0090223205,0.003052175622039118
4,127,11,0.009887333,0.0033904341067573724
4,127,12,0.008960811833333334,0.0031087813526974616
4,127,13,0.008034290666666666,0.002683640484789899
4,127,14,0.0071077695,0.0023406648200510675
4,127,15,0.0061812483333333335,0.002072825091791658
4,127,16,0.005254727166666667,0.001825476633771992
4,127,17,0.004328206,0.0014589447193462902
4,127,18,0.007876575,0.0018149252738971816
4,127,19,0.011444746,0.0035051082082082703
4,127,20,0.009315324,0.0026504796957330587
4,127,21,0.012189338,0.0024168882831067
4,127,22,0.011539251,0.0021612700153350135
4,127,23,0.00955035,0.0017724630538893552
4,128,0,0.006352954967407729,0.0016722795751345657
4,128,1,0.0067297764266822735,0.0017268040781636984
4,128,2,0.006950042447028088,0.0018148619810242944
4,128,3,0.0071600388381311995,0.0018607955344826406
4,128,4,0.007550633266095116,0.002011549872518963
4,128,5,0.007339746823984599,0.001897552274503571
4,128,6,0.006358844227193252,0.0016407316282181837
4,128,7,0.0049916030497212495,0.0014508080468698971
4,128,8,0.004026250645578769,0.0012528700166198337
4,128,9,0.003744121461744431,0.001239443566273268
4,128,10,0.0037329693590242696,0.001262832336252394
4,128,11,0.003655319995320458,0.0012534342257155373
4,128,12,0.003655936351544639,0.0012683568149542215
4,128,13,0.0037611481920181203,0.0012563112259892715
4,128,14,0.0037180746134149664,0.001224401895129743
4,128,15,0.0037073715434416464,0.0012432331376170582
4,128,16,0.0038508923361105013,0.001337788576985369
4,128,17,0.0038542214596929514,0.001299174772598666
4,128,18,0.003989327160291167,0.0012978751478916369
4,128,19,0.004397175772371176,0.0013466945350008423
4,128,20,0.004852978620883031,0.001380813088033985
4,128,21,0.005105691709331899,0.0014069604247964643
4,128,22,0.013403124,0.0036868017654580233
4,128,23,0.013403124,0.0037248512482336263
4,137,0,0.00594443,0.0011965071436062
4,137,1,0.006155808,0.0013707616350409
4,137,2,0.006287605,0.0015542227004099
4,137,3,0.006563639,0.0011634957962465
4,137,4,0.007061156,0.0011901846412163
4,137,5,0.007005115,0.0018110395658297131
4,137,6,0.00613818,0.001583795058640964
4,137,7,0.005151071,0.001388987367152
4,137,8,0.004080201,0.001109276778958
4,137,9,0.004278912,0.0011803047103052
4,137,10,0.004214292,0.0011382242234614
4,137,11,0.004113367,0.0011885926790048
4,137,12,0.004127052,0.0010302725616643
4,137,13,0.00422853,0.0010140490398301
4,137,14,0.003908109,0.0010705736330598
4,137,15,0.003750169,0.0011224403898291
4,137,16,0.00418101,0.0010564438587959
4,137,17,0.004334362,0.0010391637306074318
4,137,18,0.004361145,0.0012768674998792
4,137,19,0.004329242,0.0010627869640569
4,137,20,0.004388937,0.0008917018062544
4,137,21,0.004666557,0.0009810428526222
4,137,22,0.004826625,0.0010874031961451
